it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm
1,0.25,31.4156409316907,-3.85679679273617e-05,0.480110318805251,157.117922441097,157.598032759902,4.4371642578242
2,0.5,31.4148485883155,-6.34090000073768e-05,0.400057095214013,157.218271216156,157.61832831137,4.43701265462473
3,0.75,31.4136660123099,-6.99254023795462e-05,0.269931767043644,157.341991164982,157.611922932025,4.43678580420526
4,1,31.4122534661848,-5.50947948063237e-05,0.135585319323494,157.444423165503,157.580008484826,4.43651017508256
5,1.25,31.410788063186,-1.99978411215145e-05,0.0389866334808372,157.494625482951,157.533612116432,4.43621474208513
6,1.5,31.4094385011502,3.19600408085156e-05,0.000816785337607376,157.487968031817,157.488784817154,4.43592620229413
7,1.75,31.4083486412563,9.67389758165406e-05,0.0138124937629949,157.445816085054,157.459628578817,4.43566683626723
8,2,31.407629109219,0.000170754672775324,0.0495982201712025,157.402836009624,157.452434229795,4.43545374811184
9,2.25,31.4073541647442,0.00025106795933142,0.0752137144097729,157.388444692776,157.463658407186,4.43529875692602
10,2.5,31.4075597420477,0.000334792664845521,0.0708765563567429,157.411746189429,157.482622745786,4.43520827289114
11,2.75,31.4082397442689,0.000417959777927389,0.040103100332942,157.457340126931,157.497443227264,4.43518335960683
12,3,31.4093392561929,0.00049432817612793,0.00735206382782643,157.493752600988,157.501104664816,4.43521953882856
13,3.25,31.4107466977479,0.000555073806098364,0.00467941211671002,157.489961060336,157.494640472452,4.43530624480883
14,3.5,31.4122918515399,0.000590591100301578,0.0542299298003651,157.431734646975,157.485964576776,4.43542691556632
15,3.75,31.4137604236534,0.000594759100378176,0.155261584194055,157.329864646975,157.485126231169,4.43556044302291
16,4,31.4149315591849,0.000569602672970196,0.282152186171018,157.216361742083,157.498513928254,4.43568358595685
17,4.25,31.4156301406874,0.000526573938403944,0.394550512692367,157.130457505986,157.525008018679,4.43577497738289
18,4.5,31.4157713217429,0.000482642433073586,0.454839454917766,157.101202011638,157.556041466556,4.43581996815523
19,4.75,31.4153761829959,0.000453669471252834,0.444337927871658,157.135146382604,157.579484310475,4.43581421895261
20,5,31.4145547331481,0.000449410805294802,0.370374406143431,157.21493513256,157.585309538703,4.43576426261962
21,5.25,31.4134696727332,0.000472404254978965,0.261241688331662,157.308947789296,157.570189477628,4.43568501826509
22,5.5,31.41229884565,0.000519849063631779,0.152252911503075,157.386589902428,157.538842813931,4.43559571701803
23,5.75,31.4112069683556,0.000586552746835951,0.0702751111960014,157.431301735768,157.501576846964,4.43551592315448
24,6,31.410330942344,0.00066725044118374,0.0243889076579541,157.444889909929,157.469278817587,4.43546275449962
25,6.25,31.4097737362149,0.000757858525808019,0.00692698239793865,157.441326146813,157.448253129211,4.43544950857136
26,6.5,31.4096051637067,0.000855582518497535,0.00376523833859321,157.433776041365,157.437541279704,4.43548524770727
27,6.75,31.4098631396226,0.000959163681133361,0.00785792337683686,157.422307898623,157.430165821999,4.43557454789601
28,7,31.4105523474395,0.00106688284927096,0.0281603603303997,157.389537384169,157.4176977445,4.43571700163934
29,7.25,31.4116426459289,0.00117614402133853,0.0885144071162814,157.307176073506,157.395690480623,4.43590693606482
30,7.5,31.4130619029218,0.00128125813049875,0.2165156084168,157.15043219497,157.366947803387,4.4361335577052
31,7.75,31.4146831131492,0.00137346396767486,0.427738601359168,156.91310159835,157.340840199709,4.43638073590278
32,8,31.4163266373978,0.00144373982381691,0.713143428706821,156.61594499788,157.329088426587,4.436627813558
33,8.25,31.4177807897493,0.00148753950683848,1.03613503595906,156.303888227069,157.340023263028,4.43685157219587
34,8.5,31.4188416887901,0.00150873326915604,1.34149551295151,156.032621166158,157.37411667911,4.43702875596426
35,8.75,31.4193672422526,0.0015197360175894,1.57302774173137,155.849965535261,157.422993276992,4.43714122028187
36,9,31.4193136175002,0.00153630253611425,1.69258059078057,155.779774969483,157.472355560264,4.437180489069
37,9.25,31.4187411556169,0.00157171001467498,1.69229434739232,155.815087474248,157.50738182164,4.43715048494956
38,9.5,31.4177868237359,0.00163196972119827,1.59528284990306,155.922684367849,157.517967217753,4.43706589074956
39,9.75,31.4166185980556,0.001716957315493,1.44571426429401,156.055743015627,157.501457279921,4.43694546370847
40,10,31.4154156954485,0.00182369073949247,1.29406339068892,156.167871886625,157.461935277314,4.43681274830277
41,10.25,31.414336785418,0.00194626610100345,1.18484762452853,156.221755571393,157.406603195921,4.43668951529719
42,10.5,31.4135085453215,0.00208070311065801,1.151860445271,156.189711002031,157.341571447302,4.43659365834566
43,10.75,31.4130278251153,0.00222342934044386,1.22107517673322,156.048241268776,157.26931644551,4.43654022047695
44,11,31.412953040547,0.00237244274978895,1.41703429913918,155.772196470035,157.189230769175,4.43653794257299
45,11.25,31.4133120733048,0.00252667222556465,1.7664585194554,155.334509713947,157.100968233403,4.4365912098174
46,11.5,31.4140964515637,0.00268354313558916,2.29464272681992,154.713744805448,157.008387532268,4.43669872446735
