it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm
66,33,12.5639065287797,3.42518639621459e-05,1.53969750121723e-07,6.31282819079192,6.31282834476167,3.5479247736574
67,33.5,12.563900337145,3.40891543116932e-05,1.9205362558868e-08,6.31281815805507,6.31281817726043,3.54792341460884
68,34,12.5638999717253,3.43484873610132e-05,2.92187273688374e-07,6.31281799091837,6.31281828310564,3.54792386916834
69,34.5,12.5639010977735,3.42845373957077e-05,4.81733238103919e-07,6.31282102045965,6.31282150219289,3.547924121731
70,35,12.5639018579137,3.4370517783658e-05,2.95335705535674e-07,6.3128253027971,6.31282559813281,3.54792387821366
71,35.5,12.5639078194976,3.4597235957912e-05,3.22616447180771e-08,6.31283882365648,6.31283885591813,3.54792432443582
72,36,12.5639102476901,3.4052455456376e-05,5.09244919588285e-08,6.31284399788852,6.31284404881301,3.54792422104977
73,36.5,12.5639123162588,3.46831669101846e-05,2.5339805282762e-07,6.31284071850867,6.31284097190672,3.54792525321862
74,37,12.5639146214766,3.39324076034995e-05,2.88149252651872e-07,6.31284990069019,6.31285018883944,3.54792562102015
75,37.5,12.5639058137765,3.43754053740709e-05,1.18835651175844e-07,6.31281985364572,6.31281997248137,3.54792567596811
76,38,12.5639118948115,3.42937552401745e-05,1.07088345575847e-09,6.31284146960085,6.31284147067173,3.54792641953942
77,38.5,12.5639000391012,3.39152006116613e-05,8.5391838479746e-08,6.31281073920565,6.31281082459749,3.54792424220756
78,39,12.5639034602113,3.47832006947596e-05,2.02640284908015e-07,6.3128296994361,6.31282990207639,3.54792368335442
79,39.5,12.5639017296783,3.3797368209549e-05,1.6464861805974e-07,6.31282437865693,6.31282454330555,3.54792292307086
80,40,12.5639046098123,3.48981262286637e-05,3.92682168719658e-08,6.31283002416488,6.31283006343309,3.54792378975928
81,40.5,12.5639128833479,3.40123772368139e-05,1.39078686558487e-08,6.31284706498259,6.31284707889045,3.54792550855417
82,41,12.5639096236537,3.44856595042821e-05,1.04851893520818e-07,6.31283027747634,6.31283038232823,3.54792616093531
83,41.5,12.5639153636795,3.42974205265811e-05,1.48016164935683e-07,6.3128501942739,6.31285034229007,3.54792613117087
84,42,12.5639069712181,3.40661994941328e-05,7.85667907004058e-08,6.31282568889963,6.31282576746642,3.54792435710253
85,42.5,12.5639070110682,3.43734420505451e-05,4.62777056489994e-09,6.31283598006409,6.31283598469186,3.54792280311984
86,43,12.5639004480754,3.39516950654721e-05,3.03246870030822e-08,6.31282289758544,6.31282292791013,3.54792117671273
87,43.5,12.5638980920165,3.45611384439908e-05,1.06208360382152e-07,6.31282094076978,6.31282104697814,3.54792207246951
88,44,12.5639043698177,3.43350836616025e-05,1.00011299419833e-07,6.31282907996544,6.31282917997674,3.54792428473977
89,44.5,12.5639086629515,3.41089169404368e-05,2.91855438094903e-08,6.31284005563954,6.31284008482509,3.54792500027323
90,45,12.5639072158973,3.39254054840058e-05,1.14862903502074e-09,6.31282932301596,6.31282932416459,3.5479257530889
91,45.5,12.5639127817945,3.50922967786912e-05,4.02761463500353e-08,6.31282096922143,6.31282100949758,3.54792840408872
92,46,12.5639271786545,3.44511559427721e-05,1.64566822602569e-07,6.31287629135106,6.31287645591789,3.54792863391502
93,46.5,12.5639037047963,3.27701212682555e-05,1.1153828435732e-07,6.31282973475001,6.3128298462883,3.5479239102916
94,47,12.5638873256532,3.50174743763935e-05,2.26444337715517e-07,6.31277676077886,6.3127769872232,3.54792172268549
95,47.5,12.5639171047286,3.53182358575609e-05,1.92913007941849e-08,6.31287567665348,6.31287569594478,3.54792337777726
96,48,12.563906148708,3.23601334516709e-05,1.89682112193853e-07,6.31284405501126,6.31284424469337,3.54792266465681
97,48.5,12.5638833789407,3.46846598331653e-05,2.176796700964e-07,6.3127559857309,6.31275620341057,3.54792253426348
98,49,12.5639214625118,3.59361479623415e-05,3.8884159135172e-08,6.31287818645398,6.31287822533814,3.54792597590743
99,49.5,12.5639179104211,3.23591804134801e-05,3.57009763279519e-07,6.31286634342072,6.31286670043048,3.54792536378529
100,50,12.5638884069425,3.43780067865917e-05,7.75388888767045e-08,6.31275867658147,6.31275875412036,3.54792446353827
101,50.5,12.5639219300156,3.60511762293124e-05,7.61237064188473e-08,6.31287272300787,6.31287279913158,3.54792724535161
102,51,12.5639198297463,3.25969505045414e-05,3.36849920574089e-07,6.31287270724757,6.31287304409749,3.54792516539947
103,51.5,12.5638854366221,3.39528041297903e-05,5.98153107717534e-08,6.31276104163134,6.31276110144665,3.54792236482818
104,52,12.5639107431452,3.59116937559105e-05,1.28165716347813e-07,6.31285317092136,6.31285329908707,3.54792429227603
105,52.5,12.5639177375227,3.30946780616193e-05,1.66210607340373e-07,6.312867661119,6.31286782732961,3.5479250676782
106,53,12.563893604731,3.3823940073334e-05,4.70901413827107e-08,6.31277718238194,6.31277722947209,3.54792470926023
107,53.5,12.5639061848915,3.56612114020432e-05,9.3508238218906e-08,6.3128411045006,6.31284119800884,3.54792327731597
108,54,12.5639139543824,3.35254758679244e-05,1.33720977625815e-07,6.31286526252071,6.31286539624169,3.54792245648154
109,54.5,12.5638953119562,3.38365344162532e-05,6.56453656147825e-09,6.31279293389923,6.31279294046377,3.54792232523061
110,55,12.5639095756939,3.53146750469161e-05,6.8883181235108e-08,6.31284008252864,6.31284015141182,3.54792455826395
111,55.5,12.5639196982715,3.39227668496571e-05,6.46720071466119e-08,6.31286539835099,6.312865463023,3.54792582917998
112,56,12.563902464605,3.36568026599597e-05,6.39835610207928e-09,6.31280696352195,6.31280696992031,3.54792511152417
113,56.5,12.5639051254055,3.49673201820267e-05,4.05853752781785e-08,6.31282671603914,6.31282675662452,3.54792473759479
114,57,12.563911599793,3.41125819517089e-05,2.13809706051568e-08,6.312846608622,6.31284663000297,3.54792473520591
115,57.5,12.5639039832427,3.39534391277684e-05,1.55212725892502e-08,6.31281944357957,6.31281945910084,3.54792406129136
116,58,12.5639030095214,3.46606701792076e-05,2.36183394436608e-08,6.31282428192817,6.31282430554651,3.5479233303506
117,58.5,12.563910991514,3.42369981528651e-05,5.40737310673787e-09,6.31284781487577,6.31284782028315,3.54792385972156
118,59,12.5639068097977,3.407343476069e-05,4.67478235203438e-09,6.31282737778172,6.3128273824565,3.54792424524727
119,59.5,12.5639050613362,3.43374953145574e-05,1.32159146087715e-08,6.31283090947437,6.31283092269029,3.54792310000606
120,60,12.5639072777624,3.44431238935484e-05,1.26974429159289e-08,6.31283400331682,6.31283401601426,3.54792359340092
121,60.5,12.5639080878926,3.41480903233454e-05,5.52827652527909e-09,6.31282881073895,6.31282881626722,3.54792425477577
122,61,12.5639093249609,3.44543571991603e-05,7.91488066528072e-09,6.31283545703339,6.31283546494827,3.5479248739489
123,61.5,12.5639091839825,3.40322687126224e-05,1.08677747978361e-08,6.31284012285355,6.31284013372133,3.54792400777267
