it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm
1,0.25,31.4157288736759,2.24782987514068e-06,0.449028551279026,157.08419095568,157.533219506959,4.43719185703145
2,0.5,31.4151736370867,1.34088806031154e-05,0.339145785696564,157.155214652794,157.49436043849,4.43710982100455
3,0.75,31.4143607117249,3.94013687890909e-05,0.201127509361911,157.272454507529,157.473582016891,4.43698981039506
4,1,31.4134312082466,8.20490137874353e-05,0.081373036043141,157.392073074562,157.473446110605,4.43685286899924
5,1.25,31.4125485640693,0.000142120028637299,0.0128157396039938,157.474300811114,157.487116550718,4.43672295112594
6,1.5,31.411870946217,0.000205936261642274,0.00213968785622612,157.500378160064,157.50251784792,4.4366246660137
7,1.75,31.4114903171466,0.000287878648761507,0.0299679606314982,157.479010885114,157.508978845746,4.43656752376587
8,2,31.4115021195626,0.000353810104235638,0.0634260565176828,157.439523643989,157.502949700506,4.43656823806879
9,2.25,31.4120336858546,0.000447906264158178,0.0745098419396295,157.416322215287,157.490832057226,4.4366421674724
10,2.5,31.4130274096222,0.00052599882733379,0.0549246793291331,157.428589712303,157.483514391632,4.43678174192197
11,2.75,31.4144340155815,0.000615100934250843,0.0200389191468637,157.471932069045,157.491970988192,4.43697642867464
12,3,31.4162811119107,0.000675285613662455,0.000307406887361618,157.521700497231,157.522007904119,4.43723913697722
13,3.25,31.4183540764987,0.000709806853296765,0.0246458604341774,157.543488027674,157.568133888109,4.43753538935983
14,3.5,31.4205314513965,0.000732712760713087,0.104163949750717,157.513585700875,157.617749650626,4.43786491203742
15,3.75,31.4224807422706,0.000707219283539732,0.224404619464031,157.42963895085,157.654043570314,4.43817555436962
16,4,31.4240291503963,0.000681220850766938,0.34990001120301,157.314954743579,157.664854754782,4.43844903411412
17,4.25,31.4249838714163,0.000574061488629898,0.439217554489913,157.207876959236,157.647094513726,4.4386614476672
18,4.5,31.4252532680504,0.000504965347142371,0.463076399568917,157.144686811897,157.607763211466,4.43878682609044
19,4.75,31.4248597666142,0.000460536828014533,0.416333022295006,157.14444201605,157.560775038345,4.43882747901088
20,5,31.4239402602986,0.000395274918962424,0.318929401993572,157.201057967325,157.519987369319,4.43878363269445
21,5.25,31.422704307778,0.000452306210287233,0.205013143597805,157.288620325756,157.493633469354,4.43868761653963
22,5.5,31.4212962183078,0.000498185998888183,0.107274289771425,157.374188441511,157.481462731283,4.43853995213004
23,5.75,31.4199102363219,0.000587869748158986,0.0437598232899224,157.433017440668,157.476777263958,4.43838440491036
24,6,31.4187760126894,0.000608279970899749,0.0139157143128662,157.459610871745,157.473526586058,4.43824825699962
25,6.25,31.4178137011078,0.000659267234450023,0.00519577932830384,157.461529478788,157.466725258117,4.43810633311106
26,6.5,31.4173399964859,0.000825853846581938,0.0061030802730662,157.455269574122,157.461372654395,4.43802703704443
27,6.75,31.4172374783793,0.000894292294863889,0.0181440325013849,157.446232694605,157.464376727107,4.43798185329247
28,7,31.4176870634723,0.000990385420149267,0.0596227410504579,157.425194182074,157.484816923124,4.43800253533501
29,7.25,31.4183984264018,0.00113291572530667,0.158484265899352,157.366105716589,157.524589982489,4.43804097848876
30,7.5,31.4195132711174,0.00122258283383575,0.337644822610776,157.240929275486,157.578574098097,4.43813215198546
31,7.75,31.4208213805547,0.00130654007945964,0.59982004824947,157.033164776278,157.632984824528,4.43823649354097
32,8,31.4222579958938,0.00143526803658581,0.919561434926194,156.752440636046,157.672002070973,4.43836376120309
33,8.25,31.4234577265991,0.00147030552852669,1.24727483801711,156.432912393271,157.680187231288,4.4384644660615
34,8.5,31.424306564743,0.00149674350111166,1.52388983070682,156.129114577334,157.65300440804,4.43853188471215
35,8.75,31.4246531516116,0.00150296488219406,1.70050834462395,155.895468735058,157.595977079682,4.438548578608
36,9,31.4244837180377,0.00156864095643572,1.75490552597097,155.769046626237,157.523952152208,4.43850776848368
37,9.25,31.4238461286091,0.00160613150832276,1.69729964353846,155.756692872711,157.453992516249,4.4384257102903
38,9.5,31.4228732411312,0.00155476760850203,1.56502396454207,155.835624897088,157.40064886163,4.43830395665683
39,9.75,31.4217001021724,0.00168063996166385,1.40871224141307,155.962157164148,157.370869405561,4.43817322645217
40,10,31.4205456024203,0.00187108072791834,1.27741393578557,156.088278711987,157.365692647773,4.43802829256334
