it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm,incomp_error,rho_1,rho_2,rho_3,rho_4,rho_5
53,10.6,31.4159222889028,-3.91999356315727e-15,1.24277179630143,156.369227398393,157.611999194695,4.4372200799885,0,9.43947434537011,7.56684759954497,1.59185275756863,0.0585032329970396,0.144452870836439
54,10.8,31.4159229260223,-3.03072972750623e-15,1.37146526882532,156.2826877595,157.654153028325,4.43722047721786,0,9.79861761766449,8.50019999514425,1.80151010580423,0.108457057728721,0.193788487795657
55,11,31.4159232493787,-1.25991905040905e-15,1.59239239674443,156.111353265808,157.703745662552,4.43722054221004,0,10.4864613181519,9.47912159680611,1.98964164200963,0.182584665301351,0.255388180632512
56,11.2,31.4159234185016,-3.36507515401403e-16,1.91938385834544,155.841461052836,157.760844911182,4.43722060484992,0,11.4982358849774,10.4745561697086,2.144558823993,0.283639828393252,0.329858686963861
57,11.4,31.4159239182993,-1.21368028470125e-15,2.36422833508388,155.459731332398,157.823959667482,4.43722059543226,0,12.8030223017765,11.4499512402843,2.26021417164335,0.412205823685026,0.417525778169447
58,11.6,31.4159229061547,-3.71178107641206e-15,2.93263825780504,154.956702635752,157.889340893557,4.43722059048406,0,14.346368435606,12.3693857385531,2.33923599227879,0.567405485837343,0.518907342197502
59,11.8,31.4159232697389,-8.59976512127259e-15,3.61984275942436,154.331237388092,157.951080147517,4.43722066314392,0,16.0548306639338,13.2067898510784,2.39297898928282,0.748433268817878,0.635118365811604
60,12,31.4159213272859,-8.73239098029722e-15,4.40732647139561,153.594528704646,158.001855176042,4.43722013419875,0,17.8421607737287,13.9535796063102,2.43822039054773,0.95599371006156,0.768275774044416
61,12.2,31.4158076090042,-1.75031008283704e-14,5.26175204057,152.773346132956,158.035098173526,4.43719223286184,0,19.6168536188221,14.6177731245405,2.49446763615869,1.19285377816131,0.922020499395662
62,12.4,31.4158116391709,-1.4270744669518e-14,6.13783427107722,151.905503078197,158.043337349274,4.43719407227905,0,21.2875562680759,15.2424609394375,2.56700036600685,1.46314016225784,1.09980038056708
63,12.6,31.4158144079796,-1.9302916759548e-14,6.98255562430942,151.04186038222,158.024416006529,4.43719495955393,0,22.773924699354,15.8668202462131,2.6624279510745,1.77228886531383,1.30763164730687
